dataset,model,gamma,graph_source,normalise,slim_alpha,slim_l1_ratio,bucket,n_users,NDCG@10,Recall@10,HitRate@10,NDCG@20,Recall@20,HitRate@20
ml-1m,SLIM,0.0,,,0.001,0.9,q5,666,0.0005565550906926705,0.0015015015015015015,0.003003003003003003,0.0005565550906926705,0.0015015015015015015,0.003003003003003003
ml-1m,EASE,0.0,,,,,overall,6004,0.35886470515172914,0.2220393416816548,0.8794137241838774,0.3618476700911453,0.32899075921234416,0.9390406395736176
ml-1m,EASE,0.0,,,,,q1,5935,0.37902812893179005,0.28612547104598174,0.8828980623420387,0.39712320949052954,0.41959639568701584,0.9415332771693344
ml-1m,EASE,0.0,,,,,q2,4474,0.012509034903147354,0.02314072548323651,0.05364327223960662,0.022497243045295677,0.05310831455626426,0.13008493518104605
ml-1m,EASE,0.0,,,,,q3,2899,0.0018512851773931534,0.004285002491280518,0.006553984132459468,0.0037454383948627677,0.010479288875490406,0.017592273197654364
ml-1m,EASE,0.0,,,,,q4,1585,0.00018992428748516163,0.0006309148264984228,0.0006309148264984228,0.0004371601877160728,0.0015772870662460567,0.0018927444794952682
ml-1m,EASE,0.0,,,,,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,SLIM-Laplacian,0.3,rp3beta,sym,0.001,0.5,overall,6004,0.3626812015423701,0.2196022980205157,0.8725849433710859,0.36188080482097523,0.32395243974375526,0.9333777481678881
ml-1m,SLIM-Laplacian,0.3,rp3beta,sym,0.001,0.5,q1,5935,0.38426373067329417,0.28499831398425085,0.8776748104465038,0.3992136106774701,0.41675992549969226,0.9366470092670598
ml-1m,SLIM-Laplacian,0.3,rp3beta,sym,0.001,0.5,q2,4474,0.009226230591630517,0.017560561831858792,0.03464461332141261,0.016900293249282588,0.04159343123317367,0.08605274921770228
ml-1m,SLIM-Laplacian,0.3,rp3beta,sym,0.001,0.5,q3,2899,0.0008501222669990108,0.00151393200720555,0.0027595722662987236,0.002193292599846058,0.0060557280288222,0.009658502932045532
ml-1m,SLIM-Laplacian,0.3,rp3beta,sym,0.001,0.5,q4,1585,0.0,0.0,0.0,0.0003003335995444701,0.0012618296529968455,0.0012618296529968455
ml-1m,SLIM-Laplacian,0.3,rp3beta,sym,0.001,0.5,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,SLIM-Laplacian,1.0,rp3beta,sym,0.001,0.5,overall,6004,0.3629174453207253,0.2195664823709315,0.8727514990006662,0.3620236460936705,0.3235934037295695,0.9322118587608261
ml-1m,SLIM-Laplacian,1.0,rp3beta,sym,0.001,0.5,q1,5935,0.3845844265104273,0.28492296776288606,0.8778433024431339,0.3996548484652628,0.4168185822607597,0.935804549283909
ml-1m,SLIM-Laplacian,1.0,rp3beta,sym,0.001,0.5,q2,4474,0.009071013439603598,0.017271856720847023,0.03419758605274922,0.01639019450129325,0.04015840198515959,0.08270004470272686
ml-1m,SLIM-Laplacian,1.0,rp3beta,sym,0.001,0.5,q3,2899,0.000836278112639915,0.00151393200720555,0.0027595722662987236,0.0020920613351545075,0.005825763673297307,0.009313556398758192
ml-1m,SLIM-Laplacian,1.0,rp3beta,sym,0.001,0.5,q4,1585,0.0,0.0,0.0,0.00015435365433326563,0.0006309148264984228,0.0006309148264984228
ml-1m,SLIM-Laplacian,1.0,rp3beta,sym,0.001,0.5,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,SLIM-Laplacian,3.0,rp3beta,sym,0.001,0.5,overall,6004,0.3626299439060624,0.2186991924772673,0.8720852764823451,0.3615522907011043,0.32307469762997143,0.9320453031312458
ml-1m,SLIM-Laplacian,3.0,rp3beta,sym,0.001,0.5,q1,5935,0.3844829658254168,0.28436081137125196,0.8776748104465038,0.3996856258553133,0.4171000264522068,0.9363100252737995
ml-1m,SLIM-Laplacian,3.0,rp3beta,sym,0.001,0.5,q2,4474,0.00850719136658571,0.015994103777917504,0.03173893607510058,0.015055891324039875,0.03645652871278096,0.07465355386678588
ml-1m,SLIM-Laplacian,3.0,rp3beta,sym,0.001,0.5,q3,2899,0.0008394353425617167,0.00151393200720555,0.0027595722662987236,0.0018683796020146513,0.005197194434862596,0.00793377026560883
ml-1m,SLIM-Laplacian,3.0,rp3beta,sym,0.001,0.5,q4,1585,0.0,0.0,0.0,0.00014364053545549085,0.0006309148264984228,0.0006309148264984228
ml-1m,SLIM-Laplacian,3.0,rp3beta,sym,0.001,0.5,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,SLIM-Laplacian,10.0,rp3beta,sym,0.001,0.5,overall,6004,0.36013096397572264,0.21618464674853344,0.8700866089273818,0.3576238476313096,0.3182971177405729,0.9282145236508994
ml-1m,SLIM-Laplacian,10.0,rp3beta,sym,0.001,0.5,q1,5935,0.38252777879546734,0.281794511485351,0.8770008424599831,0.3966789873568238,0.41278886447613417,0.9337826453243471
ml-1m,SLIM-Laplacian,10.0,rp3beta,sym,0.001,0.5,q2,4474,0.006638193938785182,0.012753799388218544,0.02548055431381314,0.011453247315511747,0.027846037979050272,0.054090299508270004
ml-1m,SLIM-Laplacian,10.0,rp3beta,sym,0.001,0.5,q3,2899,0.0004817579076287303,0.0006707293702809398,0.0013797861331493618,0.0012099047811364551,0.0032961557625234756,0.005174197999310107
ml-1m,SLIM-Laplacian,10.0,rp3beta,sym,0.001,0.5,q4,1585,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,SLIM-Laplacian,10.0,rp3beta,sym,0.001,0.5,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,SLIM-Laplacian,30.0,rp3beta,sym,0.001,0.5,overall,6004,0.3488663272035622,0.20576026279989357,0.8580946035976016,0.34446279861246515,0.30169037650379404,0.9192205196535643
ml-1m,SLIM-Laplacian,30.0,rp3beta,sym,0.001,0.5,q1,5935,0.3714473772604386,0.26901834500661953,0.8660488626790227,0.3837440852377728,0.394599019484656,0.9265374894692502
ml-1m,SLIM-Laplacian,30.0,rp3beta,sym,0.001,0.5,q2,4474,0.003611699887753426,0.006814859754064045,0.013410818059901655,0.006592969104387909,0.01604789340082339,0.031962449709432274
ml-1m,SLIM-Laplacian,30.0,rp3beta,sym,0.001,0.5,q3,2899,0.0002176370312423103,0.00034494653328734045,0.00034494653328734045,0.0005353573070947876,0.001398949829443103,0.002414625733011383
ml-1m,SLIM-Laplacian,30.0,rp3beta,sym,0.001,0.5,q4,1585,0.0,0.0,0.0,0.0,0.0,0.0
ml-1m,SLIM-Laplacian,30.0,rp3beta,sym,0.001,0.5,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
