model,fusion_alpha,ease_lambda,rp3_beta,rp3_topK,seed,bucket,n_users,NDCG@10,Recall@10,HitRate@10,NDCG@20,Recall@20,HitRate@20
Hybrid-Matrix,0.5,500,0.6,200,1,q1,5944,0.3586663589405426,0.2656632476736585,0.8603633916554508,0.37227492831009495,0.38494809275228525,0.9241251682368775
Hybrid-Matrix,0.5,500,0.6,200,1,q2,4502,0.008080133572966967,0.014283879282768665,0.024655708573967126,0.012736503042419679,0.029590119022593477,0.0482007996446024
Hybrid-Matrix,0.5,500,0.6,200,1,q3,2861,0.0034696815258600778,0.00729931259466387,0.01118490038448095,0.004971650098165515,0.012312128626354422,0.017825934987766516
Hybrid-Matrix,0.5,500,0.6,200,1,q4,1641,0.0005935136089954479,0.0008125126955108673,0.0018281535648994515,0.0010519258427750613,0.0024883201300020313,0.003656307129798903
Hybrid-Matrix,0.5,500,0.6,200,1,q5,685,0.0020885789168954643,0.00291970802919708,0.00291970802919708,0.0020885789168954643,0.00291970802919708,0.00291970802919708
Hybrid-Matrix,0.7,500,0.6,200,1,overall,6006,0.35327092275275224,0.2163861144125648,0.8717948717948718,0.35182132309253794,0.3150429639024961,0.9314019314019314
Hybrid-Matrix,0.7,500,0.6,200,1,q1,5944,0.37392450782180664,0.2778542625909142,0.8724764468371468,0.3882162733772047,0.402902720613027,0.9325370121130552
Hybrid-Matrix,0.7,500,0.6,200,1,q2,4502,0.0102361753832723,0.017789282266181424,0.032207907596623724,0.016413622985554512,0.0375976140916869,0.06508218569524656
Hybrid-Matrix,0.7,500,0.6,200,1,q3,2861,0.003671429396866455,0.007852732144937669,0.01188395665851101,0.005900541241787687,0.015461765505456521,0.023418385180006992
Hybrid-Matrix,0.7,500,0.6,200,1,q4,1641,0.0004118937437857584,0.0009140767824497258,0.001218769043266301,0.0006868656314386356,0.001726589477960593,0.002437538086532602
Hybrid-Matrix,0.7,500,0.6,200,1,q5,685,0.0010847591158285603,0.00291970802919708,0.00291970802919708,0.0010847591158285603,0.00291970802919708,0.00291970802919708
Hybrid-Matrix,0.3,200,0.3,200,2,overall,6004,0.2749961250518595,0.15934408454896415,0.784477015323118,0.26903975065124597,0.23099254097146404,0.8685876082611592
Hybrid-Matrix,0.3,200,0.3,200,2,q1,5935,0.2927859390351616,0.20566604701422056,0.7922493681550127,0.29917197583459454,0.2999611688095409,0.876832350463353
Hybrid-Matrix,0.3,200,0.3,200,2,q2,4474,0.0011424842237612175,0.002201609298167188,0.0033527045149754136,0.0016051785552713682,0.003896587691849203,0.00581135449262405
Hybrid-Matrix,0.3,200,0.3,200,2,q3,2899,0.0006420673046384223,0.0010348395998620215,0.0010348395998620215,0.0006420673046384223,0.0010348395998620215,0.0010348395998620215
Hybrid-Matrix,0.3,200,0.3,200,2,q4,1585,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Matrix,0.3,200,0.3,200,2,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Matrix,0.5,200,0.3,200,2,overall,6004,0.29003461738831426,0.1726545666170658,0.8121252498334444,0.28512723978765425,0.24979490393321868,0.8875749500333111
Hybrid-Matrix,0.5,200,0.3,200,2,q1,5935,0.30959227793000044,0.22343332683825864,0.8193765796124685,0.31753464901916134,0.3234861932082273,0.8951979780960404
Hybrid-Matrix,0.5,200,0.3,200,2,q2,4474,0.0019731212355768865,0.0037848308746833556,0.00581135449262405,0.002824156922540231,0.007100283117270153,0.009834599910594547
Hybrid-Matrix,0.5,200,0.3,200,2,q3,2899,0.0006898930665746809,0.0010348395998620215,0.0010348395998620215,0.0010385326921827105,0.002414625733011383,0.0027595722662987236
Hybrid-Matrix,0.5,200,0.3,200,2,q4,1585,0.0,0.0,0.0,0.0001577287066246057,0.0006309148264984228,0.0006309148264984228
Hybrid-Matrix,0.5,200,0.3,200,2,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Matrix,0.7,200,0.3,200,2,overall,6004,0.31046850884187427,0.1906631612101083,0.8391072618254497,0.3063950701414948,0.27353200566663377,0.9103930712858095
Hybrid-Matrix,0.7,200,0.3,200,2,q1,5935,0.33147402941317594,0.24640630487226053,0.8456613310867733,0.34134895933721976,0.3538247798557839,0.9172704296545914
Hybrid-Matrix,0.7,200,0.3,200,2,q2,4474,0.0034037152979540766,0.006195052898226792,0.009387572641931158,0.005125518423014949,0.012276752453328222,0.017881090746535537
Hybrid-Matrix,0.7,200,0.3,200,2,q3,2899,0.0011314548638058925,0.002242152466367713,0.002414625733011383,0.0016941315242789974,0.004177685792035568,0.005519144532597447
Hybrid-Matrix,0.7,200,0.3,200,2,q4,1585,0.0002440711717568086,0.0006309148264984228,0.0006309148264984228,0.0002440711717568086,0.0006309148264984228,0.0006309148264984228
Hybrid-Matrix,0.7,200,0.3,200,2,q5,666,0.0,0.0,0.0,0.0,0.0,0.0
