model,ease_lambda,rp3_beta,rp3_topK,gamma,seed,bucket,n_users,NDCG@10,Recall@10,HitRate@10,NDCG@20,Recall@20,HitRate@20
Hybrid-GraphReg,200,0.6,200,1.0,4,q2,4417,0.03495919826298114,0.05347802858283704,0.15893140140366765,0.04952445612429725,0.0984573413527377,0.26647045505999545
Hybrid-GraphReg,200,0.6,200,1.0,4,q3,2931,0.019188143107284436,0.03273590326427881,0.07813033094506994,0.02775542631907547,0.060182239898302216,0.1306721255544183
Hybrid-GraphReg,200,0.6,200,1.0,4,q4,1676,0.0177518345125034,0.031991561541084214,0.05190930787589499,0.024657259447121094,0.055828477740768906,0.08890214797136038
Hybrid-GraphReg,200,0.6,200,1.0,4,q5,710,0.013785901823557883,0.021948356807511737,0.038028169014084505,0.017421320620031062,0.03474711907810499,0.057746478873239436
Hybrid-GraphReg,500,0.6,200,0.01,4,overall,6006,0.3602095002423975,0.22267555159387778,0.8744588744588745,0.3624278463795035,0.32701149488079295,0.9299034299034299
Hybrid-GraphReg,500,0.6,200,0.01,4,q1,5939,0.3800918983519555,0.28404822476820435,0.8764101700623,0.39735276106947054,0.4144321318718484,0.9309648088903856
Hybrid-GraphReg,500,0.6,200,0.01,4,q2,4417,0.01345997708806243,0.025947932758864416,0.057278695947475665,0.02353079704361275,0.05550192641700826,0.13764998868009962
Hybrid-GraphReg,500,0.6,200,0.01,4,q3,2931,0.002158565459865753,0.004821491885734164,0.007505970658478335,0.003907156691905228,0.010446649737094678,0.018082565677243263
Hybrid-GraphReg,500,0.6,200,0.01,4,q4,1676,0.0007218281139929227,0.001392203659506762,0.0017899761336515514,0.0010860556141952867,0.002784407319013524,0.0029832935560859188
Hybrid-GraphReg,500,0.6,200,0.01,4,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-GraphReg,500,0.6,200,0.05,4,overall,6006,0.3607598478174297,0.22355465698648483,0.8747918747918748,0.36304118292831467,0.32768267476433216,0.9300699300699301
Hybrid-GraphReg,500,0.6,200,0.05,4,q1,5939,0.3800356702610479,0.284522920985794,0.8765785485772015,0.3971226454008539,0.4144499641652867,0.9307964303754841
Hybrid-GraphReg,500,0.6,200,0.05,4,q2,4417,0.014433090661034167,0.027305335072798316,0.06225945211682137,0.02522664864423473,0.05900930523698201,0.1467059089880009
Hybrid-GraphReg,500,0.6,200,0.05,4,q3,2931,0.0029086704368302334,0.0065761343773265025,0.009553053565336063,0.004727469652244394,0.012095255427936507,0.021494370522006142
Hybrid-GraphReg,500,0.6,200,0.05,4,q4,1676,0.0010091408142750952,0.0015910898965791566,0.0017899761336515514,0.0015740020526822313,0.003977724741447891,0.004176610978520286
Hybrid-GraphReg,500,0.6,200,0.05,4,q5,710,0.0,0.0,0.0,0.00038061711891171796,0.0014084507042253522,0.0014084507042253522
Hybrid-GraphReg,500,0.6,200,0.1,4,overall,6006,0.36073881989901624,0.22361185059265956,0.8746253746253746,0.36281829565970275,0.32750604007454925,0.9307359307359307
Hybrid-GraphReg,500,0.6,200,0.1,4,q1,5939,0.37896333188021225,0.28386265981180747,0.8755682774877925,0.39570510622643074,0.4129528633445227,0.9309648088903856
Hybrid-GraphReg,500,0.6,200,0.1,4,q2,4417,0.015842156934151953,0.029276578591037637,0.06973058637083994,0.02692203364045492,0.061823215673570416,0.15485623726511208
Hybrid-GraphReg,500,0.6,200,0.1,4,q3,2931,0.0037595037801558357,0.008015184920778273,0.012623677925622655,0.005705531461451107,0.014025203249419036,0.025929716820197884
Hybrid-GraphReg,500,0.6,200,0.1,4,q4,1676,0.0011611761121841245,0.0015910898965791566,0.0017899761336515514,0.0020420146042667616,0.004922434367541766,0.0059665871121718375
Hybrid-GraphReg,500,0.6,200,0.1,4,q5,710,0.0005017002635324256,0.0014084507042253522,0.0014084507042253522,0.0005017002635324256,0.0014084507042253522,0.0014084507042253522
Hybrid-GraphReg,500,0.6,200,0.3,4,overall,6006,0.3569719260863893,0.22256605062889245,0.8726273726273727,0.3597651528163713,0.3266251850650215,0.9309024309024309
Hybrid-GraphReg,500,0.6,200,0.3,4,q1,5939,0.3714629897606643,0.27945623379296397,0.8710220575854521,0.387983415961202,0.4062359733554411,0.9279339956221586
Hybrid-GraphReg,500,0.6,200,0.3,4,q2,4417,0.02092493827988355,0.036835861233776204,0.09418157120217342,0.033368532635107195,0.07340094250838394,0.1872311523658592
Hybrid-GraphReg,500,0.6,200,0.3,4,q3,2931,0.005856873010154069,0.01122868132396099,0.02012964858410099,0.009124328706704847,0.021394584049244176,0.04367110201296486
Hybrid-GraphReg,500,0.6,200,0.3,4,q4,1676,0.0028863912581964615,0.005644107284918741,0.008353221957040573,0.004816514249110749,0.012828872599158995,0.017303102625298328
Hybrid-GraphReg,500,0.6,200,0.3,4,q5,710,0.0013471613066249272,0.0031690140845070424,0.004225352112676056,0.001701222162544066,0.004049295774647887,0.008450704225352112
Hybrid-GraphReg,500,0.6,200,0.5,4,overall,6006,0.3498135651239116,0.2185893795152607,0.8687978687978688,0.3530722793057005,0.32228674676683716,0.9280719280719281
Hybrid-GraphReg,500,0.6,200,0.5,4,q1,5939,0.3600130549895996,0.27104039936024166,0.8631082673850816,0.3765076033649291,0.39609146201240714,0.9225458831453106
Hybrid-GraphReg,500,0.6,200,0.5,4,q2,4417,0.02546599445675329,0.043036449526726805,0.11614217794883405,0.03875120892055308,0.08247817685807161,0.21371971926647046
Hybrid-GraphReg,500,0.6,200,0.5,4,q3,2931,0.008437635026597771,0.015780166294571133,0.03207096554077107,0.012666896278140724,0.028438087186503494,0.06107130672125555
Hybrid-GraphReg,500,0.6,200,0.5,4,q4,1676,0.0053448769877186,0.011218604386862143,0.016109785202863963,0.007043991640946573,0.016871235367655415,0.0256563245823389
Hybrid-GraphReg,500,0.6,200,0.5,4,q5,710,0.004789599514845312,0.007570422535211268,0.014084507042253521,0.005017737612442114,0.008157276995305163,0.015492957746478873
Hybrid-GraphReg,500,0.6,200,1.0,4,overall,6006,0.31782440153750124,0.20142843348053502,0.8438228438228438,0.3239126723020653,0.30179071928968454,0.9117549117549117
Hybrid-GraphReg,500,0.6,200,1.0,4,q1,5939,0.31874146600738157,0.24301895882675134,0.828422293315373,0.33594840322556635,0.36015061450684666,0.9001515406634113
Hybrid-GraphReg,500,0.6,200,1.0,4,q2,4417,0.03285372133485804,0.05184759835581601,0.14829069504188364,0.04894036755917559,0.1009225573217074,0.25877292279827935
Hybrid-GraphReg,500,0.6,200,1.0,4,q3,2931,0.013704819602926134,0.02285281311145538,0.052541794609348345,0.020484915355459134,0.04437413280641545,0.09587171613783692
Hybrid-GraphReg,500,0.6,200,1.0,4,q4,1676,0.010874537930935893,0.018214427775883623,0.028042959427207637,0.015762493755760842,0.03536809252799706,0.05548926014319809
Hybrid-GraphReg,500,0.6,200,1.0,4,q5,710,0.008102515666338099,0.01044600938967136,0.01971830985915493,0.010382705948310792,0.018485915492957746,0.03380281690140845
