model,ease_lambda,rp3_beta,rp3_topK,gamma,normalise,graph_source,seed,bucket,n_users,NDCG@10,Recall@10,HitRate@10,NDCG@20,Recall@20,HitRate@20
Laplacian-EASE,500,0.3,200,75,sym,rp3beta,1,q2,4502,0.0013835645815689916,0.0027533618215537362,0.005775211017325633,0.002560992787738656,0.006395482078511843,0.011550422034651266
Laplacian-EASE,500,0.3,200,75,sym,rp3beta,1,q3,2861,7.633954450128074e-05,0.00017476406850751484,0.0003495281370150297,7.633954450128074e-05,0.00017476406850751484,0.0003495281370150297
Laplacian-EASE,500,0.3,200,75,sym,rp3beta,1,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.3,200,75,sym,rp3beta,1,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.3,200,100,sym,rp3beta,1,overall,6006,0.3164102474734426,0.18163536571178546,0.8225108225108225,0.3116059228098036,0.2684962339803374,0.8939393939393939
Laplacian-EASE,500,0.3,200,100,sym,rp3beta,1,q1,5944,0.3366521074989322,0.23738964623954822,0.830585464333782,0.34766744016395557,0.3528602839637875,0.9022543741588156
Laplacian-EASE,500,0.3,200,100,sym,rp3beta,1,q2,4502,0.0010806233632537307,0.00219805306988781,0.00444247001332741,0.00168435499806759,0.003939166366976228,0.008218569524655708
Laplacian-EASE,500,0.3,200,100,sym,rp3beta,1,q3,2861,0.0,0.0,0.0,5.485492638166024e-05,0.00017476406850751484,0.0003495281370150297
Laplacian-EASE,500,0.3,200,100,sym,rp3beta,1,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.3,200,100,sym,rp3beta,1,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.6,200,1,sym,rp3beta,1,overall,6006,0.3657238896045218,0.22363280262482357,0.8782883782883782,0.3671190527763783,0.3300184916819984,0.935064935064935
Laplacian-EASE,500,0.6,200,1,sym,rp3beta,1,q1,5944,0.3874437103139817,0.28960868806773377,0.8805518169582772,0.40413802842796376,0.4220008031486112,0.9365746971736204
Laplacian-EASE,500,0.6,200,1,sym,rp3beta,1,q2,4502,0.010421568858928842,0.019375059976502334,0.04375832963127499,0.02083871000625986,0.05065476802207612,0.1197245668591737
Laplacian-EASE,500,0.6,200,1,sym,rp3beta,1,q3,2861,0.0011293275926648459,0.0024088314109285795,0.004194337644180357,0.0034873195368352763,0.010817410384869316,0.016427822439706398
Laplacian-EASE,500,0.6,200,1,sym,rp3beta,1,q4,1641,0.000124547469584696,0.0003046922608165753,0.0006093845216331506,0.00026554577132738896,0.0009140767824497258,0.001218769043266301
Laplacian-EASE,500,0.6,200,1,sym,rp3beta,1,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.6,200,3,sym,rp3beta,1,overall,6006,0.36726806181276583,0.22363253669737013,0.8774558774558775,0.36766251673052736,0.32929689777066723,0.935064935064935
Laplacian-EASE,500,0.6,200,3,sym,rp3beta,1,q1,5944,0.38979545415521194,0.2905220396085372,0.8805518169582772,0.40616949976033784,0.42339281279410645,0.9369111709286676
Laplacian-EASE,500,0.6,200,3,sym,rp3beta,1,q2,4502,0.008813703861971578,0.01695987374257472,0.0368725011106175,0.017608036667382542,0.04400454412176553,0.0979564637938694
Laplacian-EASE,500,0.6,200,3,sym,rp3beta,1,q3,2861,0.0009224499437760385,0.0020389141325876732,0.0027962250961202375,0.0026719212661596454,0.008073614509301332,0.013282069206571129
Laplacian-EASE,500,0.6,200,3,sym,rp3beta,1,q4,1641,0.00010800687799149771,0.0003046922608165753,0.0006093845216331506,0.00010800687799149771,0.0003046922608165753,0.0006093845216331506
Laplacian-EASE,500,0.6,200,3,sym,rp3beta,1,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.6,200,10,sym,rp3beta,1,overall,6006,0.36242580763746857,0.21790349528739741,0.8706293706293706,0.3612765475272222,0.3202340268422475,0.9275724275724275
Laplacian-EASE,500,0.6,200,10,sym,rp3beta,1,q1,5944,0.38585915730646336,0.2850273377195084,0.8755047106325706,0.40133172272813633,0.41586240784519535,0.9315275908479138
Laplacian-EASE,500,0.6,200,10,sym,rp3beta,1,q2,4502,0.00593095169408466,0.011590514813102158,0.024877832074633496,0.011768792774647447,0.029822783918085162,0.06152820968458463
Laplacian-EASE,500,0.6,200,10,sym,rp3beta,1,q3,2861,0.00033659553945834136,0.00046603751602003956,0.0010485844110450892,0.001464263976796816,0.0044137636413064596,0.008039147151345682
Laplacian-EASE,500,0.6,200,10,sym,rp3beta,1,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.6,200,10,sym,rp3beta,1,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.6,200,30,sym,rp3beta,1,overall,6006,0.3482071077882063,0.20689721970757052,0.854978354978355,0.34444235869545853,0.3012527966268049,0.9180819180819181
Laplacian-EASE,500,0.6,200,30,sym,rp3beta,1,q1,5944,0.37113314999954516,0.2718750147161457,0.8623822341857336,0.3839877404092089,0.3948600050353163,0.9241251682368775
Laplacian-EASE,500,0.6,200,30,sym,rp3beta,1,q2,4502,0.0032014049939642544,0.005647778476521257,0.012216792536650378,0.006748884876679821,0.016883240966147704,0.03287427809862283
Laplacian-EASE,500,0.6,200,30,sym,rp3beta,1,q3,2861,0.00010715609800165298,0.00017476406850751484,0.0003495281370150297,0.000263993565064258,0.0006233251776768029,0.0020971688220901784
Laplacian-EASE,500,0.6,200,30,sym,rp3beta,1,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.6,200,30,sym,rp3beta,1,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.6,200,50,sym,rp3beta,1,overall,6006,0.3378268819236992,0.19791084051968544,0.843989343989344,0.3336691032818239,0.289838771502337,0.9100899100899101
Laplacian-EASE,500,0.6,200,50,sym,rp3beta,1,q1,5944,0.3599132376839058,0.25970874999405,0.8517833109017496,0.3723628234280336,0.3809261713063496,0.9168909825033648
Laplacian-EASE,500,0.6,200,50,sym,rp3beta,1,q2,4502,0.002372678427106351,0.004307889775459745,0.009551310528653932,0.004608120064061716,0.01140124282894163,0.02154597956463794
Laplacian-EASE,500,0.6,200,50,sym,rp3beta,1,q3,2861,0.00010715609800165298,0.00017476406850751484,0.0003495281370150297,0.0001272845593945897,0.00021845508563439356,0.0006990562740300594
Laplacian-EASE,500,0.6,200,50,sym,rp3beta,1,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.6,200,50,sym,rp3beta,1,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.6,200,75,sym,rp3beta,1,overall,6006,0.3274862174961481,0.19042088542412483,0.8341658341658341,0.32301050551233784,0.27957268946876396,0.9037629037629038
Laplacian-EASE,500,0.6,200,75,sym,rp3beta,1,q1,5944,0.3487205785836677,0.24977851745042115,0.8420255720053835,0.3603936352126097,0.3676836199717316,0.9113391655450875
Laplacian-EASE,500,0.6,200,75,sym,rp3beta,1,q2,4502,0.0017020438295766403,0.0032222892118494066,0.007330075521990226,0.0031322573513670932,0.007623518196596828,0.014438027543314082
Laplacian-EASE,500,0.6,200,75,sym,rp3beta,1,q3,2861,9.22992389278542e-05,0.00017476406850751484,0.0003495281370150297,9.22992389278542e-05,0.00017476406850751484,0.0003495281370150297
Laplacian-EASE,500,0.6,200,75,sym,rp3beta,1,q4,1641,0.0,0.0,0.0,0.0,0.0,0.0
Laplacian-EASE,500,0.6,200,75,sym,rp3beta,1,q5,685,0.0,0.0,0.0,0.0,0.0,0.0
