model,fusion_alpha,ease_lambda,rp3_beta,rp3_topK,seed,bucket,n_users,NDCG@10,Recall@10,HitRate@10,NDCG@20,Recall@20,HitRate@20
Hybrid-Score,0.3,500,0.6,200,4,q1,5939,0.3825045919376934,0.2851576634916236,0.8779255766964136,0.3964780579963796,0.40995139625972954,0.9296177807711736
Hybrid-Score,0.3,500,0.6,200,4,q2,4417,0.00929410434820734,0.018601878965247766,0.03260131310844465,0.014993019410373207,0.03694165951154325,0.06497622820919176
Hybrid-Score,0.3,500,0.6,200,4,q3,2931,0.0024607159284485477,0.005252148624717714,0.007505970658478335,0.0041419575353156156,0.010649040485273853,0.017741385192766974
Hybrid-Score,0.3,500,0.6,200,4,q4,1676,0.0011547714505143053,0.0015910898965791566,0.0017899761336515514,0.0017212202843990658,0.003977724741447891,0.004176610978520286
Hybrid-Score,0.3,500,0.6,200,4,q5,710,0.0005017002635324256,0.0014084507042253522,0.0014084507042253522,0.0005017002635324256,0.0014084507042253522,0.0014084507042253522
Hybrid-Score,0.5,500,0.6,200,4,overall,6006,0.3667915284842489,0.22510073346095952,0.876956376956377,0.36549742583238415,0.32782299116868047,0.9314019314019314
Hybrid-Score,0.5,500,0.6,200,4,q1,5939,0.38832018685832653,0.2885170202834287,0.880451254419936,0.4027823805574589,0.4174890236851505,0.9323118370095975
Hybrid-Score,0.5,500,0.6,200,4,q2,4417,0.01054318605208711,0.02097420666019262,0.03735567127009282,0.018154274462655797,0.04491716689588372,0.08557844690966719
Hybrid-Score,0.5,500,0.6,200,4,q3,2931,0.002312887922581257,0.004982047407840653,0.007164790174002047,0.00404224128988835,0.010660819335333154,0.017400204708290685
Hybrid-Score,0.5,500,0.6,200,4,q4,1676,0.0009619296345649034,0.0015910898965791566,0.0017899761336515514,0.0012527030462412606,0.002784407319013524,0.0029832935560859188
Hybrid-Score,0.5,500,0.6,200,4,q5,710,0.0,0.0,0.0,0.00035211267605633805,0.0014084507042253522,0.0014084507042253522
Hybrid-Score,0.7,500,0.6,200,4,overall,6006,0.3666464230609619,0.2249147362937967,0.8761238761238761,0.36628310528250296,0.3287995029889093,0.9314019314019314
Hybrid-Score,0.7,500,0.6,200,4,q1,5939,0.38776567335896145,0.2878638674200068,0.879440983330527,0.4029246546704609,0.41802143012596477,0.9323118370095975
Hybrid-Score,0.7,500,0.6,200,4,q2,4417,0.011459559482286162,0.023187622031993378,0.04392121349332126,0.019977999699333778,0.04898977828277108,0.10436948154856238
Hybrid-Score,0.7,500,0.6,200,4,q3,2931,0.0022829493341797852,0.004982047407840652,0.007505970658478335,0.0040088950858984266,0.010672192018149028,0.018082565677243263
Hybrid-Score,0.7,500,0.6,200,4,q4,1676,0.0007218281139929227,0.001392203659506762,0.0017899761336515514,0.0010882680034929038,0.002784407319013524,0.0029832935560859188
Hybrid-Score,0.7,500,0.6,200,4,q5,710,0.0,0.0,0.0,0.0,0.0,0.0
