model,ease_lambda,rp3_beta,rp3_topK,gamma,normalise,graph_source,bucket,NDCG@10_mean,NDCG@10_std,NDCG@10_count,Recall@10_mean,Recall@10_std,Recall@10_count,HitRate@10_mean,HitRate@10_std,HitRate@10_count,NDCG@20_mean,NDCG@20_std,NDCG@20_count,Recall@20_mean,Recall@20_std,Recall@20_count,HitRate@20_mean,HitRate@20_std,HitRate@20_count,n_users_mean,n_users_std,n_users_count
Laplacian-EASE,500,0.3,200,30,sym,rp3beta,q2,0.002885024691062176,0.0002339404604675523,5,0.005575156962229074,0.0005071650902363456,5,0.011714381766893408,0.0011563002679036306,5,0.006112184201817606,0.00023402348605419863,5,0.015900674201914537,0.0007556872489069843,5,0.02977757903760319,0.0012399609375278997,5,4440.2,45.146428430164846,5
Laplacian-EASE,500,0.3,200,30,sym,rp3beta,q3,0.00018390897424804307,0.00012016940398092896,5,0.00032718840207720455,0.00019499639124135544,5,0.0005516817873420149,0.00030744903700501554,5,0.0003438558537076917,0.00016651223422931819,5,0.0008416974297655678,0.0004786330652959026,5,0.001584826235543102,0.0006145566519661462,5,2896.4,24.795160818191906,5
Laplacian-EASE,500,0.3,200,30,sym,rp3beta,q4,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,1647.8,38.15363678602605,5
Laplacian-EASE,500,0.3,200,30,sym,rp3beta,q5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,690.4,16.379865689315046,5
Laplacian-EASE,500,0.3,200,50,sym,rp3beta,overall,0.33860340561425384,0.0031707470005912335,5,0.19802891174652676,0.0023999755206407752,5,0.8447928960144674,0.006671128286220958,5,0.33385760891408006,0.003077446718687237,5,0.29004404135683715,0.0030184295371596184,5,0.9083478983473334,0.0052723478642110405,5,6007.4,3.4351128074635104,5
Laplacian-EASE,500,0.3,200,50,sym,rp3beta,q1,0.3607892340665914,0.003222058605906685,5,0.259233313101808,0.0025079074897099815,5,0.8532619349138372,0.006346185939519083,5,0.3725570663764838,0.0032120448307205373,5,0.3804038356433914,0.0029422536307773506,5,0.916717482519031,0.005118378733352448,5,5941.2,4.147288270665454,5
Laplacian-EASE,500,0.3,200,50,sym,rp3beta,q2,0.0019080565448175327,0.00011052634160869227,5,0.0037093855050680316,0.00016491358164345252,5,0.008151052850495326,0.0005915704349393885,5,0.003773936918883717,0.00013386978289914943,5,0.00956552263765206,0.00028391117250725704,5,0.0181117096845325,0.0011694685458528793,5,4440.2,45.146428430164846,5
Laplacian-EASE,500,0.3,200,50,sym,rp3beta,q3,0.00010985967022693427,7.325994325220708e-05,5,0.0002244099908468865,0.00011576022824200729,5,0.0004143610617766364,0.0001545882090335918,5,0.00015672936338910031,8.275417888050264e-05,5,0.0003549539720591974,0.0002190362369821229,5,0.0008268619490202189,0.000390295087151938,5,2896.4,24.795160818191906,5
Laplacian-EASE,500,0.3,200,50,sym,rp3beta,q4,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,1647.8,38.15363678602605,5
Laplacian-EASE,500,0.3,200,50,sym,rp3beta,q5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,690.4,16.379865689315046,5
Laplacian-EASE,500,0.3,200,75,sym,rp3beta,overall,0.3274828046575211,0.0027597421841518417,5,0.1897050697794595,0.00248071304046167,5,0.833640873518549,0.007718096919484189,5,0.3222417755393216,0.0025787404222342943,5,0.2786070132304783,0.0024028829976822947,5,0.9007236464902588,0.005537048602255242,5,6007.4,3.4351128074635104,5
Laplacian-EASE,500,0.3,200,75,sym,rp3beta,q1,0.34883215419737695,0.0029203622874143923,5,0.24813283277493298,0.0026114089439901412,5,0.8424229627041651,0.007695272867835128,5,0.3596290563308529,0.0026767623012856788,5,0.3657271630761022,0.0021731394607875207,5,0.9096807428043678,0.005148773327119765,5,5941.2,4.147288270665454,5
Laplacian-EASE,500,0.3,200,75,sym,rp3beta,q2,0.001159779705766053,0.0001442157163601117,5,0.002284031959160448,0.0002747945882645995,5,0.005087568899460891,0.0005103024885553308,5,0.00242851803993997,9.430262906299368e-05,5,0.006140038871633733,0.00047503585515941887,5,0.012027250493969296,0.000474655620610094,5,4440.2,45.146428430164846,5
Laplacian-EASE,500,0.3,200,75,sym,rp3beta,q3,2.9230419884749934e-05,4.0091868397069754e-05,5,5.7981023258209926e-05,8.214460608531181e-05,5,0.00013899025607312684,0.00019032577998726472,5,0.00010454357607870115,4.1618633402709054e-05,5,0.0002876830953315767,0.00014452461372307774,5,0.0006896365454674932,0.00024232943432422156,5,2896.4,24.795160818191906,5
Laplacian-EASE,500,0.3,200,75,sym,rp3beta,q4,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,1647.8,38.15363678602605,5
Laplacian-EASE,500,0.3,200,75,sym,rp3beta,q5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,690.4,16.379865689315046,5
Laplacian-EASE,500,0.3,200,100,sym,rp3beta,overall,0.3182684536874847,0.0025067038916723092,5,0.18289406919481171,0.0021955661493022393,5,0.8235863840789379,0.006518593510725577,5,0.3124496794382459,0.0023139060139799506,5,0.26868992558959554,0.0020438542229178785,5,0.892434081141101,0.005236836755892763,5,6007.4,3.4351128074635104,5
