model,fusion_alpha,ease_lambda,rp3_beta,rp3_topK,bucket,NDCG@10_mean,NDCG@10_std,NDCG@10_count,Recall@10_mean,Recall@10_std,Recall@10_count,HitRate@10_mean,HitRate@10_std,HitRate@10_count,NDCG@20_mean,NDCG@20_std,NDCG@20_count,Recall@20_mean,Recall@20_std,Recall@20_count,HitRate@20_mean,HitRate@20_std,HitRate@20_count,n_users_mean,n_users_std,n_users_count
Hybrid-Score,0.5,200,0.3,200,overall,0.3546486604889384,0.0021432856991206806,5,0.2183446668074381,0.002148333723256811,5,0.8738567268027488,0.0049890686333066685,5,0.3555479676631892,0.002704111376926515,5,0.32129618868550275,0.0029518639088084463,5,0.9299551964060724,0.006398874146690749,5,6007.4,3.4351128074635104,5
Hybrid-Score,0.5,200,0.3,200,q1,0.37512126201064283,0.001735118662055183,5,0.2805435936537301,0.0015313907210091349,5,0.8763548490797985,0.004524842078941767,5,0.39124137411132887,0.002439187942207112,5,0.4087956985898966,0.003095633745071945,5,0.9312270403186421,0.006194486819810405,5,5941.2,4.147288270665454,5
Hybrid-Score,0.5,200,0.3,200,q2,0.01141906403987926,0.0004610217550111562,5,0.021793244492095153,0.0007425392463426442,5,0.04172795739863697,0.002617796622062849,5,0.019897935603632167,0.0006319055369586289,5,0.04857971865363429,0.00214997930333041,5,0.09353797593429423,0.0048705039373146365,5,4440.2,45.146428430164846,5
Hybrid-Score,0.5,200,0.3,200,q3,0.002183387055609483,0.0005269259835328332,5,0.0046411238866214555,0.001457209558073554,5,0.006826085917036963,0.001966386008953092,5,0.004081071480445503,0.0004876883208854477,5,0.011163853498222243,0.0016244480900259772,5,0.016920854251213965,0.0018498776378547117,5,2896.4,24.795160818191906,5
Hybrid-Score,0.5,200,0.3,200,q4,0.0005177807049119696,0.00025702772836569144,5,0.0010209358332952186,0.0004770298542247994,5,0.0013309156974939157,0.0004900552380771702,5,0.0006693498345099983,0.0002562295728883604,5,0.0015649219714939243,0.0006170047600921579,5,0.002064234336920653,0.0005471366272280711,5,1647.8,38.15363678602605,5
Hybrid-Score,0.5,200,0.3,200,q5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,7.143081521700031e-05,0.00015972415851343906,5,0.000291970802919708,0.0006528665627736611,5,0.000291970802919708,0.0006528665627736611,5,690.4,16.379865689315046,5
Hybrid-Score,0.5,200,0.6,200,overall,0.35848846966590964,0.0025923442210292755,5,0.22006337397130551,0.0025304285326677146,5,0.8753217345263442,0.0053421701186194825,5,0.3588718704431602,0.0028275768972090497,5,0.32356572942908635,0.002951652113586271,5,0.9315864827777391,0.006369391070221777,5,6007.4,3.4351128074635104,5
Hybrid-Score,0.5,200,0.6,200,q1,0.37827032414584283,0.0022788212580445743,5,0.2818982052147839,0.002438183135031502,5,0.8769948294727292,0.005303523241472182,5,0.39384661180287717,0.002530391803585127,5,0.4106376647094952,0.0030939996725275983,5,0.9324053899705183,0.006228431483075681,5,5941.2,4.147288270665454,5
Hybrid-Score,0.5,200,0.6,200,q2,0.012631862688294923,0.00042153027090342636,5,0.023690502164176473,0.0008523773237547672,5,0.04605107910621825,0.002588638119546687,5,0.02142092604125901,0.0007045188559753295,5,0.05121973879252275,0.0023764730704143905,5,0.10088210354596186,0.0049587435419760195,5,4440.2,45.146428430164846,5
Hybrid-Score,0.5,200,0.6,200,q3,0.0029362411357324687,0.0005587960368967922,5,0.0062497571901216535,0.001465865763306433,5,0.009664267177354744,0.00157051097196104,5,0.0050050842873070114,0.0005911439664009277,5,0.013255875382874158,0.0019312859950564257,5,0.020720676268645273,0.002466346271722223,5,2896.4,24.795160818191906,5
